Wall time,Step,Value
1651107670.2558792,0,0.33764225244522095
1651107670.5283148,1,0.6665258407592773
1651107670.8000662,2,1.110047459602356
1651107671.0721092,3,1.4456831216812134
1651107671.3610077,4,1.772230625152588
1651107671.5977435,5,2.220189094543457
1651107671.8848643,6,2.550947904586792
1651107672.16766,7,2.874937057495117
1651107672.401822,8,3.234567165374756
1651107672.6318998,9,3.5809712409973145
1651107672.8678906,10,4.030609607696533
1651107673.084684,11,4.378052234649658
1651107673.3567803,12,4.713775634765625
1651107673.6280196,13,5.050036430358887
1651107673.9148898,14,5.38220739364624
1651107674.1476038,15,5.835236549377441
1651107674.4384627,16,6.171600818634033
1651107674.7163007,17,6.50184440612793
1651107674.9780245,18,6.83753776550293
1651107675.2392297,19,7.17374849319458
1651107675.4971445,20,7.509925842285156
1651107675.7528486,21,7.954652786254883
1651107676.0219593,22,8.289348602294922
1651107676.2896903,23,8.622819900512695
1651107676.5545764,24,9.065292358398438
1651107676.818109,25,9.4010009765625
1651107677.0650558,26,9.832770347595215
1651107677.2041974,27,10.184775352478027
1651107677.4671373,28,10.520995140075684
1651107677.7349827,29,10.859039306640625
1651107678.000856,30,11.195971488952637
1651107678.265115,31,11.532888412475586
1651107678.543406,32,11.864998817443848
1651107678.7660413,33,12.316850662231445
1651107678.9966755,34,12.678756713867188
1651107679.2260559,35,13.027725219726562
1651107679.4898493,36,13.36417007446289
1651107679.753465,37,13.69933795928955
1651107680.03391,38,14.025312423706055
1651107680.3038957,39,14.352286338806152
1651107680.5825555,40,14.677579879760742
1651107680.8591967,41,15.000035285949707
1651107681.1328363,42,15.323869705200195
1651107681.3982773,43,15.651530265808105
1651107681.6813214,44,15.982848167419434
1651107681.9559937,45,16.423696517944336
1651107682.240969,46,16.754562377929688
1651107682.4674911,47,17.116548538208008
1651107682.6947694,48,17.57175064086914
1651107682.9748192,49,17.903003692626953
1651107683.2475555,50,18.238712310791016
1651107683.5342324,51,18.56531524658203
1651107683.8154435,52,18.896440505981445
1651107684.075331,53,19.330625534057617
1651107684.2242322,54,19.67820167541504
1651107684.5095663,55,20.11844825744629
1651107684.7897522,56,20.4498233795166
1651107685.0629535,57,20.785335540771484
1651107685.3365545,58,21.261077880859375
1651107685.61351,59,21.5947208404541
1651107685.8849626,60,21.92878532409668
1651107686.1728072,61,22.260656356811523
1651107686.4060109,62,22.713735580444336
1651107686.6385133,63,23.081851959228516
1651107686.9237065,64,23.4091854095459
1651107687.1956954,65,23.854257583618164
1651107687.4657695,66,24.189769744873047
1651107687.7340596,67,24.631088256835938
1651107688.0019276,68,24.964153289794922
1651107688.2716153,69,25.300792694091797
1651107688.540119,70,25.6333065032959
1651107688.8078237,71,25.967317581176758
1651107689.0777583,72,26.30242347717285
1651107689.3643034,73,26.634517669677734
1651107689.633267,74,26.969390869140625
1651107689.9147966,75,27.29417610168457
1651107690.204965,76,27.627120971679688
1651107690.4919846,77,27.9594783782959
1651107690.7418008,78,28.287446975708008
1651107690.9738984,79,28.647579193115234
1651107691.115564,80,28.998886108398438
1651107691.3998332,81,29.330230712890625
1651107691.6819808,82,29.659866333007812
1651107691.9651573,83,29.998964309692383
1651107692.2495272,84,30.3300724029541
1651107692.5318675,85,30.658958435058594
1651107692.813135,86,31.09939956665039
1651107693.099288,87,31.43048667907715
1651107693.3881469,88,31.761014938354492
1651107693.6732705,89,32.098114013671875
1651107693.9612114,90,32.428348541259766
1651107694.2487872,91,32.75766372680664
1651107694.5375319,92,33.090179443359375
1651107694.8246396,93,33.547943115234375
1651107695.1146014,94,33.881492614746094
1651107695.4002042,95,34.213687896728516
1651107695.6866097,96,34.54083251953125
1651107695.9740973,97,34.86874008178711
1651107696.2565918,98,35.19793701171875
1651107696.5336719,99,35.52867126464844
