Wall time,Step,Value
1651107681.831227,0,0.3366177976131439
1651107682.1040072,1,0.7715437412261963
1651107682.3779743,2,1.1064739227294922
1651107682.648458,3,1.4306970834732056
1651107682.9233708,4,1.873730182647705
1651107683.196975,5,2.3145864009857178
1651107683.4846685,6,2.6463916301727295
1651107683.7192566,7,3.012664556503296
1651107683.9946206,8,3.442854881286621
1651107684.2602901,9,3.764965295791626
1651107684.5345771,10,4.100448131561279
1651107684.809233,11,4.432455062866211
1651107685.044235,12,4.803239345550537
1651107685.2801962,13,5.255175590515137
1651107685.570378,14,5.584626197814941
1651107685.802766,15,5.9448113441467285
1651107686.0864668,16,6.2766594886779785
1651107686.3190727,17,6.651971340179443
1651107686.5905101,18,6.979130268096924
1651107686.8572006,19,7.302156448364258
1651107687.1276085,20,7.7339253425598145
1651107687.401412,21,8.059439659118652
1651107687.6876028,22,8.388665199279785
1651107687.971551,23,8.718297004699707
1651107688.2366009,24,9.147738456726074
1651107688.4936252,25,9.469064712524414
1651107688.753951,26,9.791378021240234
1651107689.0023777,27,10.113606452941895
1651107689.2311342,28,10.488985061645508
1651107689.4607496,29,10.863256454467773
1651107689.6869068,30,11.198376655578613
1651107689.9196463,31,11.57305908203125
1651107690.2053757,32,11.905217170715332
1651107690.4370823,33,12.35658073425293
1651107690.7261195,34,12.68813705444336
1651107691.0018814,35,13.02100944519043
1651107691.2809467,36,13.353769302368164
1651107691.557654,37,13.684699058532715
1651107691.8420033,38,14.016613006591797
1651107692.1269596,39,14.350471496582031
1651107692.4098315,40,14.682697296142578
1651107692.6934886,41,15.014859199523926
1651107692.9756193,42,15.34683895111084
1651107693.2620084,43,15.678407669067383
1651107693.5313053,44,16.001516342163086
1651107693.7972145,45,16.32469367980957
1651107694.0677698,46,16.647933959960938
1651107694.3516142,47,16.970909118652344
1651107694.58393,48,17.316360473632812
1651107694.8477428,49,17.745452880859375
1651107695.0942256,50,18.072946548461914
1651107695.3811262,51,18.40482521057129
1651107695.6684375,52,18.862539291381836
1651107695.949696,53,19.1942195892334
1651107696.2289917,54,19.524131774902344
1651107696.512238,55,19.972492218017578
1651107696.797963,56,20.302257537841797
1651107697.0801008,57,20.6378173828125
1651107697.3658414,58,20.968870162963867
1651107697.6485782,59,21.41602325439453
1651107697.9317138,60,21.748075485229492
1651107698.2148793,61,22.079486846923828
1651107698.4970963,62,22.412046432495117
1651107698.7791808,63,22.7451229095459
1651107699.0652688,64,23.196447372436523
1651107699.3350587,65,23.521989822387695
