Wall time,Step,Value
1651107452.1776347,0,0.44700103998184204
1651107452.4107423,1,0.809694766998291
1651107452.6691144,2,1.1560001373291016
1651107452.8113163,3,1.5109951496124268
1651107453.0969856,4,1.958355188369751
1651107453.3857079,5,2.2851459980010986
1651107453.5250475,6,2.646519660949707
1651107453.6704788,7,3.0978190898895264
1651107453.961411,8,3.426409959793091
1651107454.2432628,9,3.7541909217834473
1651107454.4429073,10,4.2026495933532715
1651107454.5540442,11,4.510846138000488
1651107454.8463042,12,4.839082717895508
1651107455.1327584,13,5.168618679046631
1651107455.391178,14,5.516831874847412
1651107455.6487694,15,5.85255241394043
1651107455.9064684,16,6.291355609893799
1651107456.162035,17,6.620659828186035
1651107456.4283247,18,6.959295749664307
1651107456.673888,19,7.330131530761719
1651107456.9366195,20,7.65299654006958
1651107457.1829484,21,8.09744644165039
1651107457.47081,22,8.430174827575684
1651107457.7570372,23,8.875021934509277
1651107458.0435638,24,9.205964088439941
1651107458.3297844,25,9.538052558898926
1651107458.6172345,26,9.869729995727539
1651107458.9047205,27,10.31355094909668
1651107459.195827,28,10.644464492797852
1651107459.4764707,29,11.085221290588379
1651107459.7435045,30,11.418252944946289
1651107459.9924817,31,11.776098251342773
1651107460.2403312,32,12.149056434631348
1651107460.5311677,33,12.48182487487793
1651107460.8214328,34,12.81139850616455
1651107461.0684688,35,13.182003021240234
1651107461.3524804,36,13.512343406677246
1651107461.6406355,37,13.843512535095215
1651107461.7778528,38,14.287476539611816
1651107461.918114,39,14.645480155944824
1651107462.1663504,40,15.013381004333496
1651107462.4329748,41,15.349102973937988
1651107462.700119,42,15.684321403503418
1651107462.966297,43,16.019332885742188
1651107463.2329996,44,16.459186553955078
1651107463.5180135,45,16.9039306640625
1651107463.7984886,46,17.350696563720703
1651107464.0836103,47,17.79783058166504
1651107464.3683238,48,18.129396438598633
1651107464.4983854,49,18.475231170654297
1651107464.59368,50,18.73329734802246
1651107464.688478,51,18.991487503051758
1651107464.7898877,52,19.267494201660156
1651107464.8772256,53,19.509815216064453
1651107465.1645792,54,19.83966827392578
1651107465.452569,55,20.171533584594727
1651107465.7385828,56,20.505762100219727
1651107466.028272,57,20.841726303100586
1651107466.1168296,58,21.084312438964844
1651107466.3832083,59,21.526445388793945
1651107466.6480165,60,21.96626091003418
1651107466.936299,61,22.296878814697266
1651107467.2278666,62,22.627059936523438
1651107467.5053675,63,22.95709228515625
1651107467.7777672,64,23.279767990112305
1651107468.055118,65,23.60015869140625
1651107468.324839,66,23.92314338684082
1651107468.600001,67,24.24385643005371
1651107468.879502,68,24.566566467285156
1651107469.1547012,69,24.88732147216797
1651107469.4168928,70,25.3225040435791
1651107469.7061498,71,25.659242630004883
1651107469.9730387,72,25.99544906616211
1651107470.2323544,73,26.436376571655273
1651107470.5234292,74,26.766597747802734
1651107470.8104138,75,27.09650421142578
1651107470.949153,76,27.454500198364258
1651107471.0889688,77,27.81076431274414
1651107471.226179,78,28.260499954223633
1651107471.3621833,79,28.620018005371094
1651107471.6448436,80,28.95842933654785
1651107471.9282439,81,29.281394958496094
1651107472.2108235,82,29.603515625
1651107472.4934032,83,29.92974281311035
1651107472.7788541,84,30.268369674682617
1651107472.9703636,85,30.638654708862305
1651107473.0747187,86,30.94356918334961
1651107473.181073,87,31.249425888061523
1651107473.4721515,88,31.579219818115234
1651107473.7530274,89,31.91156005859375
1651107474.0352666,90,32.241756439208984
1651107474.3168354,91,32.57524871826172
1651107474.5988798,92,32.912349700927734
1651107474.8809478,93,33.244659423828125
1651107475.1719093,94,33.69794464111328
1651107475.4528081,95,34.02915954589844
1651107475.5911195,96,34.39015579223633
1651107475.7306688,97,34.74589920043945
1651107475.8700151,98,35.10230255126953
1651107476.0073695,99,35.465091705322266
1651107476.2903025,100,35.79765319824219
1651107476.5849686,101,36.12763214111328
1651107476.8770669,102,36.46026611328125
1651107477.1589127,103,36.79279708862305
1651107477.441192,104,37.12181854248047
1651107477.7046723,105,37.461181640625
1651107477.9864202,106,37.792945861816406
1651107478.255563,107,38.12897491455078
1651107478.542771,108,38.46390914916992
1651107478.8304389,109,38.790061950683594
1651107479.1195855,110,39.120758056640625
1651107479.397263,111,39.453147888183594
1651107479.6748586,112,39.78520584106445
1651107479.955187,113,40.11750411987305
1651107480.2380633,114,40.44743728637695
1651107480.5163214,115,40.784584045410156
1651107480.8028889,116,41.228458404541016
1651107481.0808845,117,41.6705207824707
1651107481.3588307,118,42.00586700439453
1651107481.6451032,119,42.44928741455078
1651107481.9249053,120,42.77313232421875
1651107482.2048953,121,43.09364318847656
1651107482.3445566,122,43.54370880126953
1651107482.484778,123,43.89945983886719
1651107482.6264222,124,44.25461196899414
1651107482.7670748,125,44.704349517822266
1651107482.8882365,126,45.05158233642578
1651107482.98436,127,45.35902404785156
1651107483.0817776,128,45.596012115478516
1651107483.349868,129,45.9316520690918
1651107483.6170952,130,46.2696647644043
1651107483.7283168,131,46.577972412109375
1651107483.8179834,132,46.82091522216797
1651107483.9565713,133,47.18136215209961
1651107484.0791094,134,47.52858352661133
