Wall time,Step,Value
1651107654.125274,0,0.33224746584892273
1651107654.3566077,1,0.6938542723655701
1651107654.5824912,2,1.0661529302597046
1651107654.8114243,3,1.413313627243042
1651107655.096112,4,1.7442725896835327
1651107655.3770685,5,2.071979522705078
1651107655.6595821,6,2.402798891067505
1651107655.9363165,7,2.729083299636841
1651107656.189872,8,3.067925453186035
1651107656.3309023,9,3.4153971672058105
1651107656.6140752,10,3.743666887283325
1651107656.8891237,11,4.075761318206787
1651107657.1700864,12,4.399674892425537
1651107657.4396214,13,4.7273945808410645
1651107657.6369083,14,5.0747904777526855
1651107657.7466094,15,5.489651679992676
1651107658.0345366,16,5.8282470703125
1651107658.317362,17,6.286320686340332
1651107658.5978456,18,6.776717185974121
1651107658.882299,19,7.099158763885498
1651107659.1573026,20,7.422368049621582
1651107659.444317,21,7.872034549713135
1651107659.718935,22,8.199538230895996
1651107659.9888194,23,8.527284622192383
1651107660.274132,24,8.9855375289917
1651107660.5569932,25,9.315747261047363
1651107660.842831,26,9.64720344543457
1651107661.1156886,27,9.977142333984375
1651107661.3908954,28,10.420836448669434
1651107661.6767368,29,10.877678871154785
1651107661.9527564,30,11.199299812316895
1651107662.2050967,31,11.539344787597656
1651107662.4524527,32,11.86715316772461
1651107662.7382395,33,12.197504997253418
1651107663.025307,34,12.528339385986328
1651107663.3129401,35,12.856084823608398
1651107663.595866,36,13.188501358032227
1651107663.8842275,37,13.526984214782715
1651107664.1728468,38,13.857863426208496
1651107664.4566624,39,14.302080154418945
1651107664.73,40,14.631003379821777
1651107665.0117605,41,14.962348937988281
1651107665.2828853,42,15.297222137451172
1651107665.5685523,43,15.630728721618652
1651107665.8502593,44,15.961467742919922
1651107666.138979,45,16.29448890686035
1651107666.269143,46,16.63894271850586
1651107666.362015,47,16.898151397705078
1651107666.455131,48,17.156190872192383
1651107666.5853968,49,17.499717712402344
1651107666.8763452,50,17.826276779174805
1651107667.163647,51,18.271547317504883
1651107667.4456465,52,18.593368530273438
1651107667.7274218,53,18.920856475830078
1651107667.9994018,54,19.357458114624023
1651107668.2802532,55,19.724586486816406
1651107668.5573733,56,20.051109313964844
1651107668.8097456,57,20.399150848388672
1651107668.947862,58,20.760284423828125
1651107669.0847528,59,21.12226676940918
1651107669.2229447,60,21.478866577148438
1651107669.481734,61,21.92549705505371
1651107669.7412832,62,22.273277282714844
1651107670.0007193,63,22.621299743652344
1651107670.2609718,64,23.061330795288086
1651107670.527681,65,23.39695167541504
1651107670.7756622,66,23.768413543701172
1651107671.0231118,67,24.14181900024414
1651107671.1262634,68,24.420459747314453
1651107671.2131903,69,24.666627883911133
1651107671.3144808,70,24.944923400878906
1651107671.4157577,71,25.224586486816406
1651107671.6635044,72,25.594379425048828
1651107671.9112923,73,26.044313430786133
1651107672.0486727,74,26.401777267456055
1651107672.189028,75,26.7591552734375
1651107672.330007,76,27.118297576904297
1651107672.4691803,77,27.47649383544922
1651107672.732329,78,27.904796600341797
1651107672.9786005,79,28.24362564086914
1651107673.242532,80,28.568883895874023
1651107673.5085268,81,28.894136428833008
1651107673.7678218,82,29.218975067138672
1651107674.0267477,83,29.54356575012207
1651107674.1548147,84,29.88081169128418
1651107674.2843688,85,30.223541259765625
1651107674.4141614,86,30.566761016845703
1651107674.5406113,87,30.9052791595459
1651107674.6434002,88,31.18311309814453
1651107674.8379521,89,31.540220260620117
1651107675.0234678,90,31.88353729248047
1651107675.209239,91,32.32139587402344
1651107675.4858744,92,32.65150833129883
1651107675.7580097,93,32.986419677734375
1651107676.049092,94,33.435546875
1651107676.3388107,95,33.765289306640625
1651107676.619938,96,34.2150764465332
1651107676.9039352,97,34.545555114746094
1651107677.1811166,98,34.87950134277344
1651107677.451633,99,35.20551681518555
1651107677.7260075,100,35.63941955566406
1651107677.999053,101,35.962982177734375
1651107678.1881356,102,36.33142852783203
1651107678.294117,103,36.636959075927734
1651107678.3984313,104,36.94492721557617
1651107678.665154,105,37.278751373291016
1651107678.9286742,106,37.60380172729492
